current_cash,monthly_revenue,monthly_expenses,debt_obligations,burn_rate,proposed_purchase_amount,purchase_category,predicted_cash_3m,predicted_runway_months,cash_shortage_probability,financial_risk_level
50086569.55,5975442.08,5238706.22,197499.59,-539236.26,229958.67,Hardware,51413632.38,9.17,0.0145,LOW
18395395.29,1956854.56,1846935.29,53409.74,-56509.53,98217.2,Software,18470742.8,9.63,0.0359,LOW
37325708.45,15627646.02,10791876.27,178208.33,-4657561.43,77371.11,Software,51815201.2,3.4,0.0495,MEDIUM
43004732.96,7975003.44,4705583.6,239502.36,-3029917.48,92565.37,Infrastructure,52512674.57,8.68,0.0104,LOW
15088911.74,14025103.23,12837908.12,151278.53,-1035916.58,167822.66,Hardware,18076665.76,1.15,0.4712,HIGH
123949257.67,15450321.84,8670350.46,96117.88,-6683853.5,340503.28,Hardware,143707305.63,14.1,0.0253,LOW
24468751.79,2699687.34,2197601.88,64956.24,-437129.21,298319.23,Software,25424196.63,10.68,0.0073,LOW
3889366.26,2581625.38,2039675.22,80182.97,-461767.18,150240.21,Hardware,5173448.08,1.76,0.1703,HIGH
13553131.74,2781608.6,1954735.15,3157.24,-823716.21,848024.72,Infrastructure,15089051.24,6.49,0.0311,LOW
52260979.49,12471381.15,11035135.59,240054.41,-1196191.15,181779.13,Services,55726323.76,4.62,0.0314,MEDIUM
59288010.3,8719207.62,5189586.67,15482.52,-3514138.43,158348.38,Software,69090532.43,11.36,0.0387,LOW
31224617.21,3378886.63,3003649.6,119470.04,-255766.99,75709.57,Software,31880838.81,9.97,0.0158,LOW
115384787.1,13743083.94,12955204.78,25518.23,-762360.93,175455.79,Infrastructure,117546842.98,8.88,0.0014,LOW
22347465.7,1760590.13,1351158.68,73795.29,-335636.16,92785.53,Marketing,23246960.33,15.62,0.0201,LOW
130152853.15,17376855.43,15308704.39,352898.79,-1715252.25,38993.03,Office Supplies,135230962.96,8.31,0.0457,LOW
96054828.68,10335855.86,6192523.56,264795.87,-3878536.42,165267.42,Services,107530090.04,14.85,0.0301,LOW
21455142.33,3055825.1,2800606.73,64960.02,-190258.35,187087.45,Software,21832194.25,7.42,0.0282,LOW
86365157.02,19914701.87,13771280.46,937954.41,-5205467.0,773501.4,Infrastructure,102392534.81,5.82,0.02,MEDIUM
115311167.21,17170946.65,13832716.06,56334.33,-3281896.26,42755.02,Office Supplies,125105068.02,8.3,0.0179,LOW
6149247.47,546956.13,415464.86,24104.87,-107386.4,4686.91,Office Supplies,6451514.61,13.98,0.0279,LOW
1695116.63,547636.93,378645.27,9670.36,-159321.3,20046.24,Hardware,2142358.41,4.31,0.0266,MEDIUM
61418101.64,7731750.69,4840796.76,124022.27,-2766931.65,328664.26,Infrastructure,68970476.05,12.3,0.0164,LOW
27855984.76,1841215.22,1686915.51,91867.93,-62431.78,474313.48,Marketing,27563021.62,15.39,0.0442,LOW
18738947.48,17341415.01,12667947.06,671167.77,-4002300.18,48826.62,Office Supplies,30095556.71,1.4,0.1218,HIGH
31104981.03,13745931.28,10372652.46,481398.07,-2891880.74,387346.48,Infrastructure,39625124.1,2.83,0.0963,HIGH
124734897.74,16414561.59,10009229.78,334057.62,-6071274.2,230637.63,Infrastructure,143263810.34,12.04,0.0026,LOW
102531658.64,15316627.82,9549891.92,445481.44,-5321254.46,150795.36,Services,118806211.72,10.24,0.0355,LOW
28343247.34,1844683.69,1701257.51,73332.48,-70093.7,40709.84,Office Supplies,28515325.34,15.95,0.004,LOW
63395072.84,15046136.04,12655304.88,140234.36,-2250596.8,179053.09,Services,69818795.43,4.94,0.0356,MEDIUM
46113658.6,16622492.59,11216705.65,491101.36,-4914685.59,5622.17,Office Supplies,61891848.23,3.94,0.0278,MEDIUM
114288224.9,15294083.0,10453853.98,543968.49,-4296260.53,36855.03,Office Supplies,127905411.26,10.39,0.0251,LOW
5176108.69,2509063.85,1429381.45,47901.27,-1031781.14,35767.43,Services,8326509.47,3.48,0.002,MEDIUM
10000310.8,9413814.49,6443517.9,95210.57,-2875086.02,41254.79,Office Supplies,18380315.71,1.52,0.2294,HIGH
4748692.96,944072.09,807648.73,40372.8,-96050.56,106854.6,Services,4913786.28,5.47,0.0378,MEDIUM
142452347.5,16005884.48,8920418.51,491757.15,-6593708.82,546065.21,Infrastructure,161258364.88,15.08,0.0458,LOW
55342379.46,6854570.31,4986690.86,75444.29,-1792435.16,148433.65,Marketing,60691500.5,10.9,0.0199,LOW
25374257.75,11099463.17,7680553.41,368530.48,-3050379.28,229467.6,Software,34112481.32,3.12,0.0424,MEDIUM
101990561.24,12428968.53,8157619.93,475530.04,-3795818.55,253555.92,Software,112790839.14,11.78,0.0395,LOW
223939431.13,16459970.54,15288610.57,335164.59,-836195.37,240483.78,Hardware,226071720.72,14.32,0.0007,LOW
11404162.83,1700581.11,1231477.45,47380.77,-421722.89,619949.04,Infrastructure,11989354.58,8.43,0.0097,LOW
11075521.38,4791973.53,4202685.45,214284.23,-375003.84,144160.01,Software,12053373.58,2.47,0.0902,HIGH
75108251.34,6017258.05,4614805.5,36981.78,-1365470.77,62254.13,Services,79138796.99,16.13,0.029,LOW
1372176.45,828899.81,505674.97,35200.54,-288024.3,19536.09,Services,2150715.99,2.5,0.0425,HIGH
55270317.98,3775112.16,3291505.5,86245.59,-397361.07,100589.86,Software,56354851.83,16.33,0.0488,LOW
40323825.03,19708028.28,11014613.24,798319.69,-7895095.35,138555.59,Software,65114904.26,3.4,0.0465,MEDIUM
58726799.04,7250342.81,4109956.52,232050.48,-2908335.81,207460.44,Software,66899195.3,13.48,0.0397,LOW
54370812.32,16146216.97,9499951.36,642159.36,-6004106.25,24087.37,Office Supplies,73034206.21,5.36,0.0332,MEDIUM
18110035.01,16491517.92,11816820.99,737034.57,-3937662.36,63406.64,Software,29045111.52,1.44,0.1572,HIGH
14961882.61,7384959.48,6781970.36,48231.38,-554757.74,49849.28,Office Supplies,16641704.27,2.18,0.2127,HIGH
42231116.88,6133313.44,4164749.48,32333.65,-1936230.31,11869.5,Office Supplies,48461660.96,10.06,0.0083,LOW
121650081.88,18348594.89,15893505.86,875586.19,-1579502.85,42412.86,Services,126207055.65,7.25,0.0015,LOW
65246190.46,12193700.1,7092005.08,563714.42,-4537980.59,23229.92,Office Supplies,78431102.89,8.52,0.0423,LOW
7852836.98,6330534.11,5101943.21,272543.73,-956047.18,108054.68,Marketing,10531445.98,1.44,0.2178,HIGH
18686218.19,1361622.72,1259334.35,22674.59,-79613.78,240458.26,Hardware,18676265.61,14.39,0.0273,LOW
190723824.52,12071860.4,11361758.77,120245.71,-589855.93,796389.85,Infrastructure,191618023.64,16.54,0.044,LOW
105563372.64,14163041.29,11422538.61,328630.98,-2411871.7,38123.68,Office Supplies,112204046.63,8.98,0.0217,LOW
81877250.68,14683226.05,10971480.39,235816.89,-3475928.76,118731.24,Marketing,92764479.62,7.3,0.0397,LOW
24758574.47,17351459.93,11253030.53,82829.65,-6015599.74,42605.36,Office Supplies,43030168.06,2.18,0.2225,HIGH
27508035.1,3214944.41,2817913.0,96092.42,-300939.0,399491.78,Marketing,27955014.22,9.3,0.0477,LOW
63409199.11,13827506.89,11390998.45,48755.96,-2387752.49,945321.96,Infrastructure,69148481.74,5.46,0.0244,MEDIUM
30096857.61,5251499.98,2950484.75,73937.96,-2227077.27,270022.08,Marketing,36213817.04,9.86,0.0159,LOW
21575693.82,1365367.29,1227836.25,42697.27,-94833.78,15983.54,Office Supplies,21847087.73,16.97,0.0469,LOW
90850366.49,14421887.12,8600295.0,492994.32,-5328597.8,189149.76,Marketing,106173868.78,9.97,0.0141,LOW
15211643.82,11029638.66,7876157.62,370321.28,-2783159.77,222545.9,Software,23331451.3,1.82,0.1169,HIGH
33146675.49,18784564.94,16485417.67,147453.34,-2151693.93,422807.52,Hardware,39586706.16,1.97,0.088,HIGH
49874439.07,12909533.53,10538047.54,613103.9,-1758382.09,19809.83,Software,55060154.73,4.47,0.0273,MEDIUM
41469546.13,16061575.22,8919618.08,650469.12,-6491488.02,318435.37,Infrastructure,61527744.26,4.3,0.0278,MEDIUM
34388380.89,4528390.92,3528416.43,186358.98,-813615.51,466088.04,Marketing,36506001.85,9.13,0.042,LOW
81835835.01,18188173.25,11057037.94,887964.89,-6243170.42,167239.82,Software,99238242.42,6.84,0.0262,LOW
48106323.17,3875955.78,3316816.78,8343.83,-550795.18,114758.31,Software,49738106.16,14.43,0.0033,LOW
12837490.13,1414659.9,1097120.35,43915.43,-273624.12,184643.37,Software,13431698.84,11.09,0.0394,LOW
151259612.72,19883372.92,13248298.2,759195.0,-5875879.71,245344.29,Hardware,167848657.19,10.78,0.0169,LOW
17890453.61,3903895.22,2703005.79,94670.03,-1106219.4,39110.56,Services,21357303.98,6.38,0.02,LOW
102479452.16,18510649.59,14506205.16,448870.97,-3555573.46,795986.59,Infrastructure,112016509.36,6.8,0.0331,LOW
52595731.03,14726675.03,9577541.95,422986.04,-4726147.05,174650.3,Marketing,67095967.88,5.24,0.0248,MEDIUM
31878447.8,14985694.51,9120262.48,42008.65,-5823423.38,526700.01,Infrastructure,48506438.45,3.42,0.0214,MEDIUM
4945220.77,1939210.07,1743669.18,51203.17,-144337.72,438953.3,Marketing,4963161.78,2.51,0.1377,HIGH
120485489.09,12451058.68,10641211.27,7896.06,-1801951.35,63858.75,Marketing,125429131.24,11.31,0.0437,LOW
79493572.5,18312950.81,10913561.0,824430.85,-6574958.95,432957.01,Marketing,98207878.92,6.74,0.0058,LOW
127866847.41,17654822.69,11090013.76,815856.01,-5748952.92,14317.44,Office Supplies,144493003.49,10.74,0.0485,LOW
59794787.02,7429493.13,6904712.92,365268.74,-159511.47,96732.94,Services,60214564.97,8.21,0.0256,LOW
11878735.36,2400143.4,1624076.96,28939.45,-747126.98,605637.84,Infrastructure,13511296.49,6.82,0.0181,LOW
52070750.94,19122416.09,17367928.6,293925.47,-1460562.01,186270.65,Services,56266255.68,2.94,0.1494,HIGH
14399206.06,6267531.81,3844922.57,244748.62,-2177860.62,376798.97,Marketing,20867605.19,3.43,0.0006,MEDIUM
29392378.29,2570215.21,1744712.41,22730.38,-802772.41,229702.48,Software,31420391.3,16.5,0.0144,LOW
100533596.48,12934395.06,7289005.32,315266.48,-5330123.25,216969.27,Software,115867014.55,13.19,0.0256,LOW
8431854.76,4247999.33,3827226.67,108453.62,-312319.04,226899.55,Marketing,9157899.02,2.08,0.0987,HIGH
62700954.17,6942187.15,5620815.51,227066.17,-1094305.47,277371.94,Software,65958762.4,10.67,0.0124,LOW
4856201.31,4305053.4,3024452.43,172823.98,-1107776.99,24716.12,Office Supplies,8277755.2,1.51,0.0605,HIGH
38832580.5,9288270.54,5438238.63,312241.59,-3537790.32,21814.79,Office Supplies,50039045.32,6.75,0.0206,LOW
38905226.25,3914591.33,2525690.98,70246.4,-1318653.95,124494.62,Software,43019595.29,14.94,0.0394,LOW
122424040.06,14299215.85,12798108.83,135069.67,-1366037.34,12329.11,Office Supplies,126469069.1,9.46,0.029,LOW
43142459.93,15331458.3,9399067.52,709335.44,-5223055.33,370038.7,Hardware,57927278.66,4.23,0.0247,MEDIUM
73604918.0,7763415.46,5302867.57,156059.86,-2304488.03,263698.88,Infrastructure,80738331.82,13.44,0.0094,LOW
141226690.34,16530456.37,9569490.06,737809.83,-6223156.49,154534.54,Software,160124896.18,13.69,0.0304,LOW
30195054.88,1828335.23,1678410.28,42815.72,-107109.24,3379.41,Office Supplies,30516878.64,17.54,0.0344,LOW
37019298.26,4144932.9,3087939.64,163352.42,-893640.83,303547.38,Marketing,39355657.12,11.29,0.0259,LOW
220310866.69,19113868.31,14801676.0,417494.41,-3894697.9,28659.24,Software,231873727.75,14.47,0.0357,LOW
76367373.69,14955677.84,14169329.88,81031.0,-705316.96,192778.43,Marketing,78218084.72,5.35,0.0474,MEDIUM
247543291.48,16964305.62,15308452.39,284915.68,-1370937.55,551520.94,Infrastructure,250968362.66,15.84,0.0266,LOW
62361026.81,4705400.35,4329608.63,27396.62,-348395.11,395006.39,Hardware,63088223.21,14.22,0.0308,LOW
70813503.39,7638343.74,5734924.38,121015.66,-1782403.69,100797.19,Software,75966259.3,12.08,0.0017,LOW
131971605.19,9220318.52,7645299.76,392154.78,-1182863.97,129612.2,Infrastructure,135167801.13,16.4,0.0132,LOW
122357784.77,18490133.22,12918149.87,51200.48,-5520782.88,14590.19,Office Supplies,138724818.78,9.43,0.016,LOW
37103323.07,15988532.67,9223533.65,44889.8,-6720109.23,822980.73,Infrastructure,56190032.07,3.91,0.005,MEDIUM
41320977.51,15255617.57,9948276.39,444128.42,-4863212.76,389992.13,Marketing,54808842.72,3.94,0.0016,MEDIUM
136770596.15,13265375.03,12229189.82,80413.14,-955772.07,248889.59,Software,139437942.33,11.09,0.0409,LOW
56091570.24,16504105.0,13560796.79,120101.23,-2823206.98,365516.83,Marketing,64859585.86,4.07,0.0049,MEDIUM
67089040.98,11283602.67,9720998.58,47606.83,-1514997.26,763635.55,Infrastructure,70851452.66,6.79,0.0148,LOW
27406597.31,4034077.88,2603695.06,102319.02,-1328063.8,473612.5,Hardware,31080684.99,9.95,0.0086,LOW
32522996.83,9910229.1,7396630.12,456295.35,-2057303.64,317165.66,Hardware,38727509.75,4.1,0.0365,MEDIUM
153091241.92,17313535.4,10169645.77,319820.88,-6824068.76,285018.87,Software,172116122.71,14.57,0.0387,LOW
192999294.95,19138793.63,12568241.16,698390.15,-5872162.33,491367.79,Infrastructure,209041964.72,14.51,0.0362,LOW
131321750.69,17552646.94,11860685.38,379207.89,-5312753.67,245775.51,Software,147035706.2,10.71,0.0328,LOW
36292211.89,15144364.83,11660830.72,115904.89,-3367629.22,251414.82,Hardware,46836852.69,3.06,0.0384,MEDIUM
94530254.18,13880702.79,12151089.12,416590.02,-1313023.65,356881.34,Marketing,97975886.24,7.49,0.0329,LOW
5736154.73,1474860.3,1190955.96,62726.23,-221178.1,78319.06,Marketing,6282936.28,4.51,0.0041,MEDIUM
156331084.94,18054057.25,16758593.2,270837.21,-1024626.83,145157.08,Services,159258049.42,9.17,0.0328,LOW
133254735.63,19862917.68,14654613.28,506934.89,-4701369.51,35778.94,Services,147832008.73,8.79,0.0231,LOW
5404417.48,572989.25,325800.15,16189.86,-230999.25,388649.26,Marketing,5659554.8,14.67,0.004,LOW
105361146.9,13738746.53,12864594.11,397645.23,-476507.19,948045.71,Infrastructure,105938425.39,7.87,0.0415,LOW
42743223.36,9303531.16,5533272.87,426528.88,-3343729.42,255274.05,Marketing,52916231.24,7.13,0.0128,LOW
147407600.41,13878950.03,9769308.76,281131.01,-3828510.26,371368.43,Infrastructure,158612594.48,14.63,0.034,LOW
138525855.58,15067873.24,11442921.27,592405.63,-3032546.34,60499.07,Services,147033399.13,11.5,0.0171,LOW
208755306.58,18077771.06,15244752.37,462012.16,-2371006.52,171912.59,Services,215380192.84,13.28,0.0211,LOW
107083627.7,19783973.19,16797526.38,170278.93,-2816167.87,178052.01,Services,115345244.6,6.3,0.0208,LOW
242136918.97,18984519.07,13817815.2,900127.35,-4266576.53,80081.74,Services,254479765.64,16.45,0.0135,LOW
221542322.56,14056563.59,12396617.26,639375.94,-1020570.38,53142.47,Hardware,224492034.82,16.99,0.0269,LOW
13717693.27,2630663.8,1880771.12,111467.91,-638424.77,123005.5,Marketing,15456586.56,6.82,0.048,LOW
124439523.2,13672721.76,9799070.77,336068.46,-3537582.53,50424.44,Marketing,134643448.37,12.27,0.0326,LOW
101700889.41,7843002.65,7405942.47,217477.78,-219582.4,460194.04,Marketing,101871644.26,13.28,0.0088,LOW
46640551.47,6426118.52,4063883.89,170456.43,-2191778.21,656722.54,Infrastructure,52045311.26,10.86,0.0008,LOW
8371809.85,3146507.35,1833896.71,28631.78,-1283978.86,101610.74,Software,12396141.07,4.44,0.0201,MEDIUM
71349907.67,10381616.79,6119057.91,5408.34,-4257150.54,309584.8,Infrastructure,84718261.59,11.6,0.0251,LOW
27352630.26,5544406.05,3965083.16,217118.95,-1362203.95,76065.43,Marketing,31147669.85,6.52,0.0384,LOW
34558969.47,7822072.33,4694887.62,246640.21,-2880544.49,271183.73,Software,42492594.3,6.94,0.0017,LOW
61894496.05,8689979.13,5172127.9,266098.82,-3251752.41,133245.91,Software,71687792.31,11.36,0.0467,LOW
91493859.15,12465129.36,10185133.53,176795.29,-2103200.54,59309.46,Infrastructure,98112499.21,8.82,0.0097,LOW
45365220.33,12882416.4,8933771.84,556611.35,-3392033.2,14183.51,Office Supplies,55321435.37,4.78,0.0217,MEDIUM
126405244.62,16134310.4,10258327.81,416322.57,-5459660.02,49921.37,Marketing,142179800.18,11.84,0.0485,LOW
75642559.8,8165422.81,7657892.34,50580.2,-456950.28,71431.56,Services,76854667.07,9.8,0.0396,LOW
106475764.95,8855139.12,7342975.82,137628.69,-1374534.61,17520.26,Office Supplies,110756492.1,14.23,0.0427,LOW
5705437.17,631963.46,394263.91,10124.76,-227574.8,296791.28,Infrastructure,6077637.19,13.37,0.0474,LOW
107847276.85,11832589.4,7455439.67,200455.51,-4176694.22,232179.36,Hardware,120010352.5,14.06,0.0391,LOW
90177995.46,7522812.9,5665548.56,101976.99,-1755287.35,804649.32,Infrastructure,94236457.71,15.5,0.0368,LOW
73912057.79,5767515.22,4215414.4,135209.06,-1416891.77,93975.05,Marketing,77745220.27,16.97,0.0436,LOW
130553192.76,10201578.83,7475860.41,151490.58,-2574227.84,474931.49,Hardware,138027853.02,17.05,0.0397,LOW
99851547.68,18498849.89,10563126.76,501178.65,-7434544.48,133253.19,Marketing,120629879.33,9.01,0.0489,LOW
53619246.37,10737499.73,7838461.34,145280.05,-2753758.34,40651.75,Services,61330190.02,6.71,0.0146,LOW
36682525.42,3715188.86,2094697.47,17326.66,-1603164.74,26831.13,Office Supplies,41484606.33,17.36,0.0387,LOW
69939085.24,16718666.1,13236273.29,469770.07,-3012622.74,17294.35,Office Supplies,78357813.96,5.1,0.0471,MEDIUM
21983713.73,2093699.51,1266399.45,72627.61,-754672.45,892494.74,Infrastructure,23459059.59,15.75,0.0123,LOW
52459683.11,5321885.44,3155427.39,125866.2,-2040591.85,686769.45,Infrastructure,57652152.32,15.78,0.0219,LOW
12080842.8,8692411.77,6842838.83,202943.45,-1646629.5,445209.07,Hardware,16671676.44,1.65,0.0604,HIGH
244326706.8,16074735.13,14867197.46,375724.61,-831813.06,7929.69,Office Supplies,246867633.75,16.03,0.019,LOW
102491322.68,12263034.06,10365292.93,483448.99,-1414292.15,372607.96,Marketing,106646218.76,9.41,0.0446,LOW
55394031.03,12988833.55,11832496.95,162880.83,-993455.77,172683.36,Software,58303309.1,4.6,0.0286,MEDIUM
24572607.24,7224314.04,6048390.57,212777.33,-963146.14,208030.79,Infrastructure,27242086.96,3.89,0.0093,MEDIUM
93866959.71,6721141.48,5803240.65,3793.61,-914107.22,219074.88,Marketing,96196388.79,16.13,0.0486,LOW
37974244.69,5325244.2,4498112.59,87818.25,-739313.36,89857.02,Services,39930353.09,8.26,0.0244,LOW
72754210.65,9473294.63,6173745.65,435066.79,-2864482.19,267718.8,Marketing,81435139.91,10.97,0.0135,LOW
47468057.88,16815536.06,13245734.96,667891.91,-2901909.19,269285.4,Infrastructure,55560974.53,3.39,0.0445,MEDIUM
42517314.44,7930554.23,5374347.77,23922.6,-2532283.85,57247.43,Software,49467151.2,7.87,0.0306,LOW
27255721.68,8727552.52,6162116.32,308978.38,-2256457.82,451404.23,Marketing,33437023.68,4.14,0.0445,MEDIUM
64472129.58,7091662.0,5088747.63,223381.31,-1779533.06,34256.9,Services,69533994.57,12.13,0.015,LOW
43604460.92,13350981.97,12118000.55,461419.63,-771561.78,166081.52,Services,45656128.29,3.45,0.2239,MEDIUM
2936750.96,956987.99,702916.77,41506.77,-212564.44,266078.38,Marketing,3306076.08,3.59,0.0114,MEDIUM
96905933.61,12143585.21,8538238.01,114636.7,-3490710.5,82160.71,Services,107768650.56,11.19,0.0115,LOW
35656516.61,2987161.26,2110566.22,13170.25,-863424.79,188662.95,Software,37967391.4,16.7,0.0052,LOW
24796261.56,2848634.67,1739550.8,48161.13,-1060922.75,241095.97,Software,27728214.26,13.74,0.0259,LOW
60500856.97,17288930.7,14927240.94,374270.9,-1987418.86,323919.3,Hardware,66478480.73,3.93,0.0303,MEDIUM
19670293.31,2601722.34,1976654.43,45651.27,-579416.64,15359.71,Software,21363018.31,9.72,0.0305,LOW
116740307.55,12308166.67,7999621.76,530692.92,-3777851.99,41737.42,Hardware,128005953.88,13.68,0.0286,LOW
22034335.67,5531480.14,4740509.81,212560.88,-578409.45,209616.27,Hardware,23666838.3,4.41,0.0227,MEDIUM
56017850.32,18826313.05,17103739.9,429216.49,-1293356.66,69870.42,Hardware,59703853.78,3.19,0.205,MEDIUM
42221439.71,7120075.56,5199852.01,345310.06,-1574913.49,20815.41,Hardware,46688284.84,7.61,0.0069,LOW
15647859.25,5551964.26,3273582.78,44459.32,-2233922.16,169801.64,Hardware,22381383.48,4.66,0.0314,MEDIUM
25586383.22,6781840.11,5618884.43,21876.12,-1141079.56,130506.55,Services,28872825.41,4.51,0.0005,MEDIUM
515716.67,583131.8,464857.2,8768.07,-109506.52,283405.37,Marketing,580175.76,0.49,0.271,CRITICAL
119491644.32,11884835.7,9050363.26,499276.51,-2335195.93,449504.59,Marketing,126470661.39,12.47,0.0206,LOW
18706519.29,17321300.44,11135037.54,846972.98,-5339289.92,445997.48,Hardware,33090310.44,1.52,0.1199,HIGH
14433136.83,4129774.94,3205311.76,93372.56,-831090.63,158385.8,Infrastructure,16636561.87,4.33,0.011,MEDIUM
17553047.85,2904957.81,2162729.19,19900.2,-722328.43,444401.47,Infrastructure,19430733.44,7.84,0.0453,LOW
129494070.18,11235158.66,9141588.28,172877.41,-1920692.97,154285.85,Hardware,135394291.78,13.89,0.0325,LOW
59399366.46,5300350.76,3644675.86,41227.65,-1614447.25,167851.23,Hardware,63725266.18,16.07,0.0109,LOW
127027703.82,12859278.85,7936733.8,596203.8,-4326341.25,167180.21,Marketing,139624448.41,14.87,0.0458,LOW
149456565.2,18911321.64,14032406.12,901023.16,-3977892.36,282163.72,Hardware,160829945.4,9.99,0.0036,LOW
42452300.82,9608511.21,6086551.44,387875.2,-3134084.58,479190.88,Infrastructure,51897099.19,6.48,0.0229,LOW
260252203.41,16776000.42,15825595.72,468746.28,-481658.42,652390.05,Infrastructure,260996205.3,15.93,0.0229,LOW
168638078.34,19731289.23,18712568.89,640787.69,-377932.65,186678.45,Software,169656683.42,8.7,0.0218,LOW
44132414.66,4793347.17,3213345.07,142566.28,-1437435.82,17805.84,Office Supplies,48421211.98,13.15,0.0015,LOW
5150345.87,1501499.47,1363011.86,4639.76,-133847.85,963591.08,Infrastructure,4562355.9,3.06,0.2162,MEDIUM
46818136.16,5557651.48,3984607.53,67358.28,-1505685.68,855427.81,Infrastructure,50693798.76,11.34,0.0294,LOW
57891216.73,19443439.95,12590249.3,418526.32,-6434664.34,47687.36,Office Supplies,78653556.12,4.45,0.0287,MEDIUM
39730004.04,4696204.99,3190663.4,180134.04,-1325407.55,15381.44,Office Supplies,43497972.77,11.78,0.0374,LOW
6586052.63,2678580.46,2447647.92,53295.79,-177636.75,922379.5,Infrastructure,6225377.47,2.26,0.2282,HIGH
92797408.93,19648023.85,17676615.68,6649.76,-1964758.41,214709.96,Hardware,98796752.79,5.24,0.037,MEDIUM
12110314.07,995656.96,940028.64,37516.22,-18112.1,21210.67,Office Supplies,12140095.86,12.37,0.0264,LOW
13383340.96,11338171.16,8216714.96,138678.8,-2982777.41,608655.36,Infrastructure,21161504.17,1.53,0.1793,HIGH
28861180.44,3368184.17,2672341.01,18892.33,-676950.83,197243.25,Hardware,30796361.16,10.65,0.0127,LOW
63938988.32,6103098.63,4646014.33,21107.28,-1435977.02,394414.66,Marketing,68012081.04,13.62,0.0488,LOW
2352443.04,2041736.36,1794119.32,62528.49,-185088.55,376140.93,Marketing,2567956.07,1.06,0.3658,HIGH
47060016.32,16613760.43,9629221.31,184513.77,-6800025.35,52353.94,Services,66376023.59,4.79,0.0111,MEDIUM
20588902.81,2328972.49,1825782.39,104177.69,-399012.41,663879.27,Infrastructure,21175489.04,10.32,0.0104,LOW
64807820.56,14230085.31,12664074.17,634059.83,-931951.31,416458.28,Marketing,67038332.04,4.84,0.0418,MEDIUM
21083171.92,3743268.65,2463252.43,167607.41,-1112408.82,13205.14,Office Supplies,24190695.58,8.01,0.0159,LOW
227210503.91,19267015.86,14017385.36,941121.87,-4308508.62,46630.25,Office Supplies,239066657.53,15.19,0.0238,LOW
2393481.24,3136742.56,2041345.73,62107.74,-1033289.1,763384.03,Infrastructure,4502000.4,0.77,0.227,CRITICAL
52005496.96,3720357.72,3468080.07,123087.07,-129190.58,224275.95,Hardware,52154478.25,14.42,0.0436,LOW
133587440.36,19139886.03,17835539.37,884698.81,-419647.86,195594.12,Marketing,134563085.79,7.13,0.0073,LOW
86936010.18,14997980.6,13738532.55,164679.94,-1094768.11,157296.3,Infrastructure,89869522.51,6.24,0.0318,LOW
27858046.39,6827442.14,4661932.02,37034.76,-2128475.36,236355.07,Infrastructure,33528159.63,5.88,0.0368,MEDIUM
70896228.2,7677926.02,4226409.85,70026.39,-3381489.79,130442.97,Hardware,81047048.27,16.47,0.0069,LOW
54556811.02,13628931.18,8716557.3,263161.53,-4649212.34,80205.74,Services,68256068.88,6.07,0.0012,LOW
25140117.11,15976135.77,14316888.44,340607.95,-1318639.39,114383.87,Services,29255068.9,1.71,0.1074,HIGH
53048168.45,12432460.65,6931849.8,252741.71,-5247869.15,69146.42,Services,69605893.88,7.37,0.0033,LOW
76730938.69,9530001.25,7091789.42,330893.64,-2107318.19,21133.38,Hardware,82664691.44,10.33,0.0252,LOW
221146671.99,18829310.83,12448491.26,119221.83,-6261597.75,303487.34,Infrastructure,239016992.14,17.57,0.0164,LOW
70738363.94,19909523.51,11279112.84,642058.23,-7988352.44,246246.88,Software,95140291.47,5.91,0.0071,MEDIUM
64978843.17,11124414.3,6991631.09,322893.72,-3809889.49,60919.5,Services,77246261.84,8.88,0.0005,LOW
4528762.37,571602.02,541215.29,28344.69,-2042.05,935945.65,Infrastructure,3598917.43,6.31,0.0025,LOW
238720351.94,18802448.87,15780894.36,849807.98,-2171746.53,407794.36,Infrastructure,244620843.17,14.33,0.0487,LOW
48420544.81,3481104.0,3228430.33,101361.28,-151312.4,27124.61,Office Supplies,48868846.87,14.53,0.0348,LOW
98229124.81,8932952.84,6651953.12,428824.01,-1852175.71,272255.99,Infrastructure,103329724.79,13.83,0.0435,LOW
78325550.24,6735004.43,4869328.39,287326.07,-1578349.97,80116.6,Marketing,83211609.64,15.17,0.0333,LOW
140031944.98,14632827.05,9896837.54,491685.1,-4244304.41,189677.84,Hardware,153580284.01,13.46,0.0297,LOW
48418770.75,11165314.88,7538782.16,66735.44,-3559797.28,32287.94,Hardware,59488485.97,6.36,0.0153,LOW
29603961.29,9459339.69,5442875.31,175576.78,-3840887.59,145639.96,Software,41110183.5,5.24,0.027,MEDIUM
11647530.01,10464749.43,5914378.76,419938.64,-4130432.03,12691.63,Office Supplies,24729788.17,1.84,0.0259,HIGH
124391480.94,17107180.75,14615453.41,446863.76,-2044863.59,864647.09,Infrastructure,129871923.03,8.2,0.0239,LOW
181737565.9,14619897.7,12487779.61,484647.14,-1647470.95,115056.01,Software,186215418.54,14.0,0.0352,LOW
94706354.83,15842386.14,13277082.97,181720.22,-2383582.95,282752.45,Software,101213091.12,7.02,0.0351,LOW
40999032.8,8335444.15,4707750.23,149582.58,-3478111.34,121029.53,Software,52078566.45,8.42,0.0355,LOW
38128828.31,10651889.1,9927969.9,486659.25,-237259.95,595786.26,Infrastructure,38259747.84,3.6,0.0772,MEDIUM
